City of Lehigh,IA,Publicly Owned, 25 , 30 , 372 ,8.06
City of Lenox,IA,Publicly Owned, 163 , 471 ," 8,640 ",5.45
City of Livermore,IA,Publicly Owned, 39 , 114 , 749 ,15.22
City of Long Grove,IA,Publicly Owned, 24 , 61 , 742 ,8.22
City of Manning,IA,Publicly Owned, 142 , 227 ," 3,817 ",5.95
City of Mapleton,IA,Publicly Owned, 163 , 107 ," 2,463 ",4.34
City of Marathon,IA,Publicly Owned, 73 , 84 ," 1,013 ",8.29
City of McGregor,IA,Publicly Owned, 130 , 138 ," 2,130 ",6.48
City of Milford,IA,Publicly Owned, 200 , 308 ," 5,119 ",6.02
City of Montezuma,IA,Publicly Owned, 179 , 563 ," 8,281 ",6.80
City of Mt Pleasant,IA,Publicly Owned, 580 ," 2,575 "," 36,435 ",7.07
City of Neola,IA,Publicly Owned, 56 , 60 , 826 ,7.26
City of New Hampton,IA,Publicly Owned, 825 , 680 ," 10,995 ",6.18
City of Ogden,IA,Publicly Owned, 158 , 117 ," 1,121 ",10.44
City of Onawa,IA,Publicly Owned, 278 , 785 ," 14,109 ",5.56
City of Orange City,IA,Publicly Owned, 280 , 619 ," 10,193 ",6.07
City of Osage,IA,Publicly Owned, 482 ," 1,867 "," 34,765 ",5.37
City of Panora,IA,Publicly Owned, 188 , 450 ," 6,650 ",6.77
City of Paton,IA,Publicly Owned, 28 , 52 , 528 ,9.85
City of Paullina,IA,Publicly Owned, 140 , 241 ," 4,351 ",5.54
City of Pocahontas,IA,Publicly Owned, 198 , 358 ," 5,134 ",6.97
City of Preston,IA,Publicly Owned, 142 , 349 ," 5,695 ",6.13
City of Primghar,IA,Publicly Owned, 118 , 246 ," 3,663 ",6.72
City of Readlyn,IA,Publicly Owned, 30 , 83 , 747 ,11.11
City of Remsen,IA,Publicly Owned, 165 , 149 ," 3,439 ",4.33
City of Renwick,IA,Publicly Owned, 20 , 144 ," 1,900 ",7.58
City of Rockford,IA,Publicly Owned, 125 , 193 ," 2,829 ",6.82
City of Sabula,IA,Publicly Owned, 40 , 103 ," 1,289 ",7.99
City of Shelby,IA,Publicly Owned, 73 , 113 ," 2,229 ",5.07
City of Sibley,IA,Publicly Owned, 225 , 457 ," 8,155 ",5.60
City of Sioux Center,IA,Publicly Owned, 556 ," 1,146 "," 19,955 ",5.74
City of Stanhope,IA,Publicly Owned, 58 , 115 ," 1,000 ",11.50
City of Stanton,IA,Publicly Owned, 64 , 159 ," 2,717 ",5.85
City of State Center,IA,Publicly Owned, 104 , 220 ," 2,298 ",9.57
City of Stratford,IA,Publicly Owned, 82 , 227 ," 2,185 ",10.39
City of Strawberry Point,IA,Publicly Owned, 141 , 314 ," 4,105 ",7.65
City of Sumner,IA,Publicly Owned, 266 , 542 ," 6,819 ",7.95
City of Tipton,IA,Publicly Owned, 310 , 868 ," 9,478 ",9.16
City of Traer,IA,Publicly Owned, 151 , 387 ," 5,310 ",7.29
City of Wall Lake,IA,Publicly Owned, 45 , 52 , 967 ,5.38
City of Webster City,IA,Publicly Owned, 594 ," 1,972 "," 29,713 ",6.64
City of West Bend,IA,Publicly Owned, 139 , 233 ," 3,522 ",6.62
City of West Liberty,IA,Publicly Owned, 208 , 411 ," 8,101 ",5.07
City of Whittemore,IA,Publicly Owned, 69 , 101 ," 1,380 ",7.32
City of Wilton,IA,Publicly Owned, 189 , 325 ," 4,557 ",7.13
City of Woodbine,IA,Publicly Owned, 182 , 163 ," 2,828 ",5.76
City of Woolstock,IA,Publicly Owned, 11 , 95 , 872 ,10.89
Clarke Electric Coop Inc,IA,Cooperative, 234 ," 1,607 "," 19,532 ",8.23
Consumers Energy,IA,Cooperative, 341 ," 1,908 "," 22,830 ",8.36
Crlisle City of,IA,Publicly Owned, 148 , 341 ," 4,441 ",7.68
Dayton City of,IA,Publicly Owned, 98 , 171 ," 2,460 ",6.95
East-Central Iowa Rural Elec Coop,IA,Cooperative, 495 ," 2,567 "," 35,363 ",7.26
Eastern Iowa Light & Power Coop,IA,Cooperative," 1,466 "," 3,142 "," 36,437 ",8.62
Eldridge City Utilities,IA,Publicly Owned, 188 , 811 ," 7,509 ",10.80
Farmers Electric Coop,IA,Cooperative, 75 , 417 ," 6,351 ",6.57
"Farmers Electric Coop, Inc",IA,Cooperative, 287 ," 1,071 "," 13,473 ",7.95
Franklin Rural Electric Cooperative,IA,Cooperative, 227 , 780 ," 10,915 ",7.15
Glidden Rural Electric Coop,IA,Cooperative, 117 ," 1,887 "," 45,790 ",4.12
Gowrie Municipal Utilities,IA,Publicly Owned, 129 , 351 ," 3,559 ",9.86
Grafton Electric,IA,Publicly Owned, 19 , 35 , 632 ,5.54
Grand Junction City of,IA,Publicly Owned, 84 , 70 , 836 ,8.37
Grundy Center Mun Light & Power,IA,Publicly Owned, 255 , 729 ," 10,764 ",6.77
Grundy County Rural Elec Coop,IA,Cooperative, 282 , 897 ," 11,300 ",7.94
"Grundy Electric Coop, Inc",IA,Cooperative, 64 , 72 , 790 ,9.11
Guthrie County Rural E C A,IA,Cooperative, 97 , 962 ," 10,680 ",9.01
Harlan City of,IA,Publicly Owned, 548 ," 1,270 "," 16,812 ",7.55
Harrison County Rrl Elec Coop,IA,Cooperative, 300 , 631 ," 7,810 ",8.08
Hawkeye Tri-County El Coop Inc,IA,Cooperative, 478 ," 2,156 "," 29,111 ",7.41
Heartland Power Coop,IA,Cooperative, 361 ," 1,749 "," 29,443 ",5.94
Humboldt County R E C,IA,Cooperative, 72 , 588 ," 8,705 ",6.75
Indianola Municipal Utilities,IA,Publicly Owned," 1,037 "," 3,372 "," 54,649 ",6.17
Interstate Power and Light Co,IA,Investor Owned," 69,205 "," 233,649 "," 3,373,987 ",6.93
Iowa Lakes Electric Coop,IA,Cooperative," 1,927 "," 5,065 "," 77,864 ",6.50
Keosauqua Municipal Light & Pwr,IA,Publicly Owned, 107 , 134 ," 2,624 ",5.11
La Porte City Utilities,IA,Publicly Owned, 170 , 371 ," 6,387 ",5.81
Lake Park City of,IA,Publicly Owned, 90 , 79 ," 1,420 ",5.56
Linn County Rural E C A,IA,Cooperative," 2,003 "," 2,338 "," 23,009 ",10.16
Lyon Rural Electric Coop,IA,Cooperative, 54 , 974 ," 19,174 ",5.08
Maquoketa City of,IA,Publicly Owned, 576 ," 2,043 "," 25,891 ",7.89
Maquoketa Valley Rrl Elec Coop,IA,Cooperative, 759 ," 1,965 "," 23,862 ",8.23
MidAmerican Energy Co,IA,Investor Owned," 82,918 "," 321,649 "," 5,450,310 ",5.90
Midland Power Coop,IA,Cooperative, 7 ," 1,238 "," 30,298 ",4.09
New London Municipal Utilities,IA,Publicly Owned, 134 , 333 ," 4,231 ",7.87
Nishnabotna Valley R E C,IA,Cooperative, 205 , 803 ," 14,707 ",5.46
North West Rural Electric Coop,IA,Cooperative, 370 ," 4,391 "," 105,511 ",4.16
"Osceola Electric Coop, Inc",IA,Cooperative, 80 , 277 ," 6,010 ",4.61
Pella City of,IA,Publicly Owned, 594 ," 2,438 "," 27,040 ",9.02
Pella Cooperative Elec Assn,IA,Cooperative, 277 , 800 ," 9,302 ",8.60
Prairie Energy Coop,IA,Cooperative, 427 ," 2,342 "," 37,670 ",6.22
"Rideta Electric Coop, Inc",IA,Cooperative, 86 ," 1,074 "," 14,056 ",7.64
Rock Rapids Municipal Utility,IA,Publicly Owned, 229 , 651 ," 12,563 ",5.18
Sac County Rural Electric Coop,IA,Cooperative, 92 , 392 ," 5,500 ",7.13
Sanborn City of,IA,Publicly Owned, 148 , 277 ," 5,028 ",5.51
Sergeant Bluff City of,IA,Publicly Owned, 136 , 697 ," 8,605 ",8.10
"Southern Iowa Elec Coop, Inc",IA,Cooperative, 206 , 781 ," 14,066 ",5.55
Southwest Iowa Service Coop,IA,Cooperative, 31 , 578 ," 7,848 ",7.36
Spencer City of,IA,Publicly Owned, 997 ," 4,325 "," 90,447 ",4.78
Story City City of,IA,Publicly Owned, 181 , 334 ," 3,564 ",9.37
Stuart City of,IA,Publicly Owned, 163 , 615 ," 7,031 ",8.75
T I P Rural Electric Coop,IA,Cooperative, 337 ," 3,885 "," 51,692 ",7.52
Town of Manilla,IA,Publicly Owned, 63 , 121 ," 2,000 ",6.05
Town of Westfield,IA,Publicly Owned, 8 , 12 , 186 ,6.45
Tri-County Electric Coop,IA,Cooperative, 2 , 14 , 120 ,11.67
Villisca City of,IA,Publicly Owned, 171 , 251 ," 4,119 ",6.09
Vinton City of,IA,Publicly Owned, 386 , 555 ," 12,344 ",4.50
Waverly Municipal Elec Utility,IA,Publicly Owned, 654 ," 3,580 "," 45,548 ",7.86
West Point Utility System,IA,Publicly Owned, 100 , 415 ," 4,855 ",8.55
Western Iowa Power Coop,IA,Cooperative, 183 , 456 ," 8,264 ",5.52
Winterset City of,IA,Publicly Owned, 349 ," 1,409 "," 15,558 ",9.06
Woodbury County Rural E C A,IA,Cooperative, 52 , 647 ," 9,951 ",6.50
"Alfalfa Electric Coop, Inc",KS,Cooperative, 581 , 484 ," 5,170 ",9.36
Aquila Inc,KS,Investor Owned," 16,081 "," 45,434 "," 575,858 ",7.89
"Ark Valley Elec Coop Assn, Inc",KS,Cooperative, 690 ," 1,815 "," 16,686 ",10.88
Bluestem Electric Coop Inc,KS,Cooperative," 1,337 "," 1,288 "," 11,315 ",11.38
Brown-Atchison E C A Inc,KS,Cooperative, 315 ," 1,602 "," 16,618 ",9.64
"Butler Rural El Coop Assn, Inc",KS,Cooperative, 679 ," 1,745 "," 18,126 ",9.63
"Caney Valley El Coop Assn, Inc",KS,Cooperative," 1,515 "," 2,253 "," 18,993 ",11.86
City of Alma,KS,Publicly Owned, 124 , 242 ," 3,002 ",8.06
City of Anthony,KS,Publicly Owned, 767 ," 1,256 "," 15,129 ",8.30
City of Arcadia,KS,Publicly Owned, 9 , 9 , 622 ,1.45
City of Arma,KS,Publicly Owned, 55 , 300 ," 2,985 ",10.05
City of Ashland,KS,Publicly Owned, 161 , 372 ," 3,922 ",9.48
City of Attica,KS,Publicly Owned, 86 , 130 ," 1,359 ",9.57
City of Augusta,KS,Publicly Owned, 526 ," 2,245 "," 28,043 ",8.01
City of Axtell,KS,Publicly Owned, 36 , 65 , 753 ,8.63
City of Baldwin City,KS,Publicly Owned, 238 ," 1,559 "," 14,594 ",10.68
City of Belleville,KS,Publicly Owned, 267 ," 1,095 "," 11,780 ",9.30
City of Beloit,KS,Publicly Owned, 408 , 881 ," 11,000 ",8.01
City of Bronson,KS,Publicly Owned, 17 , 31 , 468 ,6.62
City of Burlingame,KS,Publicly Owned, 117 , 222 ," 2,810 ",7.90
City of Burlington,KS,Publicly Owned, 306 ," 1,219 "," 17,267 ",7.06
City of Cawker City,KS,Publicly Owned, 56 , 154 ," 1,080 ",14.26
City of Centralia,KS,Publicly Owned, 52 , 135 ," 1,501 ",8.99
City of Chanute,KS,Publicly Owned, 868 ," 3,465 "," 45,843 ",7.56
City of Chapman,KS,Publicly Owned, 87 , 122 ," 1,674 ",7.29
City of Chetopa,KS,Publicly Owned, 135 , 315 ," 4,420 ",7.13
City of Cimarron,KS,Publicly Owned, 142 , 348 ," 3,391 ",10.26
City of Clay Center,KS,Publicly Owned, 467 ," 1,874 "," 24,536 ",7.64
City of Coffeyville,KS,Publicly Owned, 998 ," 5,591 "," 70,836 ",7.89
City of Colby,KS,Publicly Owned, 574 ," 1,173 "," 15,566 ",7.54
City of Dighton,KS,Publicly Owned, 134 , 319 ," 3,906 ",8.17
City of Ellinwood,KS,Publicly Owned, 167 , 196 ," 2,070 ",9.47
City of Elsmore,KS,Publicly Owned, 2 , 5 , 46 ,10.87
City of Elwood,KS,Publicly Owned, 20 , 75 , 810 ,9.26
City of Enterprise,KS,Publicly Owned, 9 , 30 , 606 ,4.95
City of Eudora,KS,Publicly Owned, 27 , 591 ," 8,612 ",6.86
City of Fredonia,KS,Publicly Owned, 297 ," 1,106 "," 11,775 ",9.39
City of Galva,KS,Publicly Owned, 55 , 56 , 717 ,7.81
City of Garden City,KS,Publicly Owned, 788 ," 2,101 "," 21,107 ",9.95
City of Gardner,KS,Publicly Owned, 270 ," 1,636 "," 22,170 ",7.38
City of Garnett,KS,Publicly Owned, 324 , 300 ," 3,313 ",9.06
City of Glasco,KS,Publicly Owned, 35 , 66 , 567 ,11.64
City of Glen Elder,KS,Publicly Owned, 71 , 155 ," 1,869 ",8.29
City of Goodland,KS,Publicly Owned, 579 ," 1,384 "," 16,224 ",8.53
City of Greensburg,KS,Publicly Owned, 251 , 671 ," 7,451 ",9.01
City of Haven,KS,Publicly Owned, 48 , 415 ," 5,243 ",7.92
City of Herington,KS,Publicly Owned, 175 , 810 ," 8,478 ",9.55
City of Herndon,KS,Publicly Owned, 35 , 30 , 302 ,9.93
City of Hill City,KS,Publicly Owned, 293 , 556 ," 6,408 ",8.68
City of Hillsboro,KS,Publicly Owned, 256 , 945 ," 10,670 ",8.86
City of Hoisington,KS,Publicly Owned, 242 , 385 ," 6,285 ",6.13
City of Holton,KS,Publicly Owned, 415 ," 1,276 "," 20,388 ",6.26
City of Holyrood,KS,Publicly Owned, 32 , 94 , 955 ,9.84
City of Horton,KS,Publicly Owned, 115 , 300 ," 3,015 ",9.95
City of Hugoton,KS,Publicly Owned, 394 ," 1,482 "," 13,536 ",10.95
City of Iola,KS,Publicly Owned, 618 ," 1,867 "," 33,160 ",5.63
City of Isabel,KS,Publicly Owned, 17 , 46 , 367 ,12.53
City of Iuka,KS,Publicly Owned, 28 , 43 , 293 ,14.68
City of Jetmore,KS,Publicly Owned, 160 , 257 ," 3,762 ",6.83
City of Johnson,KS,Publicly Owned, 282 , 526 ," 5,591 ",9.41
City of Kansas City,KS,Publicly Owned," 7,433 "," 53,707 "," 824,903 ",6.51
City of Kiowa,KS,Publicly Owned, 157 , 203 ," 2,541 ",7.99
City of La Crosse,KS,Publicly Owned, 163 , 227 ," 2,407 ",9.43
City of La Harpe,KS,Publicly Owned, 8 , 21 , 269 ,7.81
City of Lakin,KS,Publicly Owned, 138 , 735 ," 6,153 ",11.95
City of Larned,KS,Publicly Owned, 400 ," 1,458 "," 16,522 ",8.82
City of Lincoln Center,KS,Publicly Owned, 196 , 279 ," 3,314 ",8.42
City of Lindsborg,KS,Publicly Owned, 235 ," 1,143 "," 14,052 ",8.13
City of Lucas,KS,Publicly Owned, 71 , 112 ," 1,267 ",8.84
City of Luray,KS,Publicly Owned, 43 , 71 , 695 ,10.22
City of Marion,KS,Publicly Owned, 251 , 439 ," 6,858 ",6.40
City of Meade,KS,Publicly Owned, 231 , 347 ," 3,672 ",9.45
City of Minneapolis,KS,Publicly Owned, 204 , 523 ," 6,853 ",7.63
City of Montezuma,KS,Publicly Owned, 103 , 510 ," 4,908 ",10.39
City of Moran,KS,Publicly Owned, 54 , 212 ," 2,910 ",7.29
City of Morrill,KS,Publicly Owned, 48 , 21 , 242 ,8.68
City of Moundridge,KS,Publicly Owned, 161 , 245 ," 6,737 ",3.64
City of Mulberry,KS,Publicly Owned, 18 , 27 , 307 ,8.79
City of Mulvane,KS,Publicly Owned, 346 ," 1,084 "," 13,803 ",7.85
City of Muscotah,KS,Publicly Owned, 7 , 5 , 46 ,10.87
City of Neodesha,KS,Publicly Owned, 242 , 393 ," 5,333 ",7.37
City of Norton,KS,Publicly Owned, 337 ," 1,018 "," 12,312 ",8.27
City of Oakley,KS,Publicly Owned, 253 , 389 ," 4,580 ",8.49
City of Oberlin,KS,Publicly Owned, 278 , 608 ," 6,480 ",9.38
City of Osage City,KS,Publicly Owned, 290 , 915 ," 10,876 ",8.41
City of Osborne,KS,Publicly Owned, 138 , 147 ," 1,496 ",9.83
City of Oxford,KS,Publicly Owned, 65 , 65 , 880 ,7.39
City of Pomona,KS,Publicly Owned, 53 , 95 ," 1,813 ",5.24
City of Pratt,KS,Publicly Owned, 690 ," 3,361 "," 30,659 ",10.96
City of Prescott,KS,Publicly Owned, 22 , 51 , 179 ,28.49
City of Robinson,KS,Publicly Owned, 25 , 19 , 236 ,8.05
City of Russell,KS,Publicly Owned, 705 ," 1,451 "," 17,654 ",8.22
City of Sabetha,KS,Publicly Owned, 265 , 249 ," 3,383 ",7.36
City of Savonburg,KS,Publicly Owned, 8 , 10 , 99 ,10.10
City of Scranton,KS,Publicly Owned, 26 , 28 , 349 ,8.02
City of Seneca,KS,Publicly Owned, 201 , 296 ," 5,192 ",5.70
City of Seward,KS,Publicly Owned, 6 , 38 , 221 ,17.19
City of Sharon Springs,KS,Publicly Owned, 101 , 334 ," 2,953 ",11.31
City of St Francis,KS,Publicly Owned, 267 , 489 ," 4,284 ",11.41
City of St Marys,KS,Publicly Owned, 156 , 705 ," 9,192 ",7.67
City of Stafford,KS,Publicly Owned, 106 , 271 ," 3,668 ",7.39
City of Sterling,KS,Publicly Owned, 181 , 645 ," 8,512 ",7.58
City of Stockton,KS,Publicly Owned, 251 , 519 ," 6,252 ",8.30
City of Toronto,KS,Publicly Owned, 13 , 16 , 92 ,17.39
City of Troy,KS,Publicly Owned, 91 , 187 ," 2,387 ",7.83
City of Udall,KS,Publicly Owned, 33 , 195 ," 1,994 ",9.78
City of Vermillion,KS,Publicly Owned, 16 , 24 , 238 ,10.08
City of Wamego,KS,Publicly Owned, 275 , 922 ," 11,701 ",7.88
City of Waterville,KS,Publicly Owned, 61 , 212 ," 1,787 ",11.86
City of Wathena,KS,Publicly Owned, 98 , 123 ," 1,524 ",8.07
City of Wellington,KS,Publicly Owned, 700 ," 2,522 "," 36,836 ",6.85
City of Winfield,KS,Publicly Owned," 1,424 "," 2,418 "," 29,848 ",8.10
CMS Electric Coop Inc,KS,Cooperative," 1,281 "," 4,904 "," 51,674 ",9.49
"D S & O Rural E C A, Inc",KS,Cooperative, 927 ," 2,223 "," 23,091 ",9.63
"Doniphan Elec Coop Assn, Inc",KS,Cooperative, 116 , 155 ," 1,859 ",8.34
Empire District Electric Co,KS,Investor Owned," 1,457 "," 4,070 "," 54,563 ",7.46
Erie City of,KS,Publicly Owned, 174 , 443 ," 5,046 ",8.78
"Flint Hills Rural E C A, Inc",KS,Cooperative, 667 ," 1,864 "," 19,483 ",9.57
Girard City of,KS,Publicly Owned, 268 , 767 ," 8,031 ",9.55
"Heartland Rural Elec Coop, Inc",KS,Cooperative," 1,285 "," 2,822 "," 30,591 ",9.22
Kansas City Power & Light Co,KS,Investor Owned," 24,360 "," 173,219 "," 2,861,868 ",6.05
Kansas Gas & Electric Co,KS,Investor Owned," 30,348 "," 174,583 "," 2,728,712 ",6.40
Kaw Valley Electric Coop Inc,KS,Cooperative, 717 , 791 ," 9,554 ",8.28
Kingman City of,KS,Publicly Owned, 338 , 534 ," 7,830 ",6.82
"Lane-Scott Electric Coop, Inc",KS,Cooperative, 807 ," 3,642 "," 38,965 ",9.35
"Leavenworth-Jefferson E C, Inc",KS,Cooperative, 532 ," 1,306 "," 16,170 ",8.08
"Lyon-Coffey Electric Coop, Inc",KS,Cooperative," 1,569 "," 2,446 "," 21,840 ",11.20
Mankato City of,KS,Publicly Owned, 134 , 233 ," 2,539 ",9.18
McPherson City of,KS,Publicly Owned," 1,180 "," 4,415 "," 96,603 ",4.57
Midwest Energy Inc,KS,Cooperative," 16,712 "," 42,196 "," 547,433 ",7.71
Mount Hope City of,KS,Publicly Owned, 45 , 134 ," 1,891 ",7.09
"Nemaha-Marshall E C A, Inc",KS,Cooperative, 344 , 567 ," 7,044 ",8.05
Ninnescah Rural E C A Inc,KS,Cooperative, 917 ," 2,660 "," 25,934 ",10.26
Osawatomie City of,KS,Publicly Owned, 242 , 960 ," 11,696 ",8.21
Ottawa City of,KS,Publicly Owned, 693 ," 1,411 "," 23,946 ",5.89
"Pioneer Electric Coop, Inc",KS,Cooperative," 9,667 "," 17,451 "," 191,349 ",9.12
Prairie Land Electric Coop Inc,KS,Cooperative," 5,100 "," 7,073 "," 70,815 ",9.99
"Radiant Electric Coop, Inc",KS,Cooperative," 1,091 "," 1,666 "," 16,280 ",10.23
Rolling Hills Electric Coop,KS,Cooperative," 1,312 "," 3,870 "," 38,962 ",9.93
Sedgwick Cnty El Coop Assn Inc,KS,Cooperative, 822 ," 2,002 "," 24,060 ",8.32
Southwestern Public Service Co,KS,Investor Owned, 433 , 884 ," 12,712 ",6.95
St John City of,KS,Publicly Owned, 161 , 450 ," 4,259 ",10.57
"Sumner-Cowley Elec Coop, Inc",KS,Cooperative, 439 ," 1,699 "," 17,321 ",9.81
Town of Summerfield,KS,Publicly Owned, 39 , 45 , 673 ,6.69
"Tri-County Electric Coop, Inc",KS,Cooperative, 8 , 7 , 63 ,11.11
Twin Valley Electric Coop Inc,KS,Cooperative, 239 , 531 ," 4,116 ",12.90
Victory Electric Coop Assn Inc,KS,Cooperative, 563 ," 2,400 "," 31,424 ",7.64
Washington City of,KS,Publicly Owned, 136 , 588 ," 7,404 ",7.94
Westar Energy Inc,KS,Investor Owned," 46,067 "," 217,906 "," 4,176,558 ",5.22
Western Coop Electric Assn Inc,KS,Cooperative," 1,676 "," 7,917 "," 93,023 ",8.51
"Wheatland Electric Coop, Inc",KS,Cooperative," 7,291 "," 16,391 "," 159,262 ",10.29
Barbourville Utility Comm,KY,Publicly Owned, 493 , 384 ," 7,485 ",5.13
Berea College,KY,Investor Owned, 669 ," 1,388 "," 24,001 ",5.78
Big Sandy Rural Elec Coop Corp,KY,Cooperative," 1,025 "," 4,414 "," 74,063 ",5.96
Blue Grass Energy Coop Corp,KY,Cooperative," 2,022 "," 7,010 "," 111,139 ",6.31
City of Bardstown,KY,Publicly Owned," 1,053 "," 3,216 "," 63,576 ",5.06
City of Bardwell,KY,Publicly Owned, 115 , 255 ," 3,735 ",6.83
City of Benham,KY,Publicly Owned, 19 , 81 ," 1,615 ",5.02
City of Benton,KY,Publicly Owned, 635 ," 2,311 "," 33,875 ",6.82
City of Bowling Green,KY,Publicly Owned," 4,147 "," 23,675 "," 369,641 ",6.40
City of Falmouth,KY,Publicly Owned, 65 , 384 ," 5,453 ",7.04
City of Franklin,KY,Publicly Owned, 747 ," 2,522 "," 39,579 ",6.37
City of Fulton,KY,Publicly Owned, 318 ," 1,429 "," 22,227 ",6.43
City of Glasgow,KY,Publicly Owned," 1,717 "," 8,235 "," 126,219 ",6.52
City of Hickman,KY,Publicly Owned, 260 , 858 ," 9,407 ",9.12
City of Hopkinsville,KY,Publicly Owned," 2,121 "," 10,546 "," 162,196 ",6.50
City of Jellico,KY,Publicly Owned, 383 , 519 ," 6,178 ",8.40
City of Mayfield Plant Board,KY,Publicly Owned, 971 ," 4,574 "," 69,751 ",6.56
City of Monticello,KY,Publicly Owned, 669 ," 2,648 "," 39,804 ",6.65
City of Murray,KY,Publicly Owned," 1,274 "," 5,264 "," 75,686 ",6.96
City of Nicholasville,KY,Publicly Owned, 469 ," 1,356 "," 24,219 ",5.60
City of Owensboro,KY,Publicly Owned," 2,483 "," 4,322 "," 105,596 ",4.09
City of Paducah,KY,Publicly Owned," 3,747 "," 19,023 "," 280,102 ",6.79
City of Paris,KY,Publicly Owned, 376 , 502 ," 8,000 ",6.28
City of Princeton,KY,Publicly Owned, 697 ," 2,884 "," 40,846 ",7.06
City of Providence,KY,Publicly Owned, 151 , 536 ," 9,188 ",5.83
City of Vanceburg,KY,Publicly Owned, 305 , 650 ," 11,374 ",5.71
Clark Energy Coop Inc,KY,Cooperative," 1,435 "," 6,346 "," 87,060 ",7.29
Corbin City Utilities Comm,KY,Publicly Owned, 657 ," 1,177 "," 13,966 ",8.43
Cumberland Valley Rural E C C,KY,Cooperative," 1,358 "," 1,328 "," 17,463 ",7.60
Farmers Rural Electric Coop Corp,KY,Cooperative," 1,478 "," 4,345 "," 70,826 ",6.13
Fleming-Mason Energy Coop Inc,KY,Cooperative," 1,404 "," 6,009 "," 108,312 ",5.55
Frankfort City of,KY,Publicly Owned," 3,614 "," 5,477 "," 105,370 ",5.20
Grayson Rural Electric Coop Corp,KY,Cooperative," 1,194 "," 3,447 "," 48,059 ",7.17
Henderson City Utility Comm,KY,Publicly Owned," 3,315 "," 8,413 "," 230,013 ",3.66
Hickman-Fulton Counties RECC,KY,Cooperative, 710 ," 1,409 "," 16,388 ",8.60
Inter County Energy Coop Corp,KY,Cooperative, 145 ," 2,037 "," 30,261 ",6.73
Jackson Energy Coop Corp,KY,Cooperative," 3,129 "," 9,454 "," 135,464 ",6.98
Jackson Purchase Energy CC,KY,Cooperative," 2,578 "," 7,937 "," 146,691 ",5.41
Kenergy Corp,KY,Cooperative," 6,874 "," 16,225 "," 276,058 ",5.88
Kentucky Power Co,KY,Investor Owned," 27,838 "," 69,830 "," 1,322,500 ",5.28
Kentucky Utilities Co,KY,Investor Owned," 83,091 "," 241,688 "," 5,499,198 ",4.39
Licking Valley Rural E C C,KY,Cooperative," 1,080 "," 3,111 "," 41,503 ",7.50
Louisville Gas & Electric Co,KY,Investor Owned," 46,761 "," 245,993 "," 4,732,906 ",5.20
Madisonville Municipal Utils,KY,Publicly Owned," 1,436 "," 10,977 "," 244,114 ",4.50
Meade County Rural E C C,KY,Cooperative," 1,945 "," 6,037 "," 89,912 ",6.71
Nolin Rural Electric Coop Corp,KY,Cooperative," 1,731 "," 6,810 "," 114,000 ",5.97
Olive Hill City of,KY,Publicly Owned, 177 , 598 ," 9,489 ",6.30
Owen Electric Coop Inc,KY,Cooperative," 2,004 "," 10,159 "," 27,640 ",36.75
Pennyrile Rural Elec Coop Corp,KY,Cooperative," 9,165 "," 18,890 "," 243,640 ",7.75
Russellville City of,KY,Publicly Owned, 786 ," 2,978 "," 43,999 ",6.77
Salt River Electric Coop Corp,KY,Cooperative," 2,420 "," 8,075 "," 127,985 ",6.31
"Shelby Energy Co-op, Inc",KY,Cooperative, 534 ," 3,290 "," 56,178 ",5.86
South Kentucky Rural E C C,KY,Cooperative," 4,155 "," 4,685 "," 69,640 ",6.73
Taylor County Rural E C C,KY,Cooperative," 2,447 "," 6,297 "," 107,886 ",5.84
Tri-County Elec Member Corp,KY,Cooperative," 4,903 "," 11,206 "," 141,761 ",7.90
Union Light Heat & Power Co,KY,Investor Owned," 13,867 "," 94,449 "," 1,617,918 ",5.84
Warren Rural Elec Coop Corp,KY,Cooperative," 8,378 "," 22,293 "," 286,608 ",7.78
West Kentucky Rural E C C,KY,Cooperative," 5,899 "," 12,394 "," 146,624 ",8.45
Williamstown Utility Comm,KY,Publicly Owned, 231 , 877 ," 11,432 ",7.67
"Ashley Chicot Elec Coop, Inc",LA,Cooperative, 2 , 1 , 9 ,11.11
"Beauregard Electric Coop, Inc",LA,Cooperative," 2,229 ", 559 ," 4,400 ",12.70
City of Abbeville,LA,Publicly Owned, 190 ," 3,835 "," 37,079 ",10.34
City of Alexandria,LA,Publicly Owned," 3,615 "," 15,923 "," 376,994 ",4.22
City of Erath,LA,Publicly Owned, 131 , 523 ," 5,679 ",9.21
City of Kaplan,LA,Publicly Owned, 264 ," 1,203 "," 10,682 ",11.26
City of Lafayette,LA,Publicly Owned," 9,827 "," 71,822 "," 1,055,433 ",6.80
City of Minden,LA,Publicly Owned," 1,038 "," 3,870 "," 40,667 ",9.52
City of Natchitoches,LA,Publicly Owned," 1,079 "," 8,009 "," 96,828 ",8.27
City of New Roads,LA,Publicly Owned, 362 ," 1,507 "," 16,060 ",9.38
City of Rayne,LA,Publicly Owned, 444 ," 2,345 "," 22,943 ",10.22
City of Ruston,LA,Publicly Owned," 1,512 "," 4,817 "," 130,529 ",3.69
City of St Martinville,LA,Publicly Owned, 278 , 266 ," 2,426 ",10.96
City of Winnfield,LA,Publicly Owned, 624 ," 2,984 "," 32,338 ",9.23
"Claiborne Electric Coop, Inc",LA,Cooperative," 2,275 "," 6,621 "," 102,793 ",6.44
