City of Commerce,GA,Publicly Owned, 3 , 418 ," 6,161 ",6.78,,
City of Elberton,GA,Publicly Owned, 8 ," 2,030 "," 46,137 ",4.40,,
City of Ellaville,GA,Publicly Owned, 14 , 618 ," 8,475 ",7.29,,
City of Fairburn,GA,Publicly Owned, 2 , 309 ," 13,555 ",2.28,,
City of Forsyth,GA,Publicly Owned, 3 , 733 ," 15,022 ",4.88,,
City of Griffin,GA,Publicly Owned, 18 ," 4,504 "," 90,863 ",4.96,,
City of La Grange,GA,Publicly Owned, 82 ," 15,077 "," 301,679 ",5.00,,
City of LaFayette,GA,Publicly Owned, 14 ," 1,377 "," 30,171 ",4.56,,
City of Mansfield,GA,Publicly Owned, 1 , 293 ," 3,131 ",9.36,,
City of Palmetto,GA,Publicly Owned, 1 , 168 ," 1,956 ",8.59,,
City of Sylvania,GA,Publicly Owned, 3 ," 18,262 "," 585,962 ",3.12,,
City of Sylvester,GA,Publicly Owned, 5 ," 1,390 "," 24,186 ",5.75,,
City of Thomaston,GA,Publicly Owned, 3 ," 1,594 "," 33,395 ",4.77,,
City of Washington,GA,Publicly Owned, 11 ," 3,996 "," 72,637 ",5.50,,
City of Whigham,GA,Publicly Owned, 7 , 142 ," 1,935 ",7.34,,
Coastal Electric Member Corp,GA,Cooperative, 2 ," 2,874 "," 75,301 ",3.82,,
Cobb Electric Membership Corp,GA,Cooperative, 41 ," 6,824 "," 204,575 ",3.34,,
Colquitt Electric Membership Corp,GA,Cooperative, 227 ," 25,058 "," 764,865 ",3.28,,
Covington City of,GA,Publicly Owned, 13 ," 5,607 "," 119,394 ",4.70,,
Coweta-Fayette El Member Corp,GA,Cooperative, 49 ," 6,287 "," 148,291 ",4.24,,
Crisp County Power Comm,GA,Publicly Owned, 77 ," 7,265 "," 152,219 ",4.77,,
Dalton Utilities,GA,Publicly Owned, 66 ," 25,010 "," 739,432 ",3.38,,
Diverse Power Incorporated,GA,Cooperative, 4 , 942 ," 20,386 ",4.62,,
Excelsior Electric Member Corp,GA,Cooperative, 7 ," 1,412 "," 28,317 ",4.99,,
Fitzgerald Wtr Lgt & Bond Comm,GA,Publicly Owned, 43 ," 6,224 "," 121,378 ",5.13,,
Flint Electric Membership Corp,GA,Cooperative, 19 ," 3,997 "," 90,686 ",4.41,,
Fort Valley Utility Comm,GA,Publicly Owned, 5 ," 1,506 "," 29,511 ",5.10,,
Georgia Power Co,GA,Investor Owned," 8,029 "," 1,012,267 "," 25,703,421 ",3.94,,
Grady Electric Membership Corp,GA,Cooperative, 4 , 557 ," 8,836 ",6.30,,
GreyStone Power Corporation,GA,Cooperative, 43 ," 10,265 "," 230,812 ",4.45,,
Hart Electric Member Corp,GA,Cooperative, 5 ," 1,364 "," 24,118 ",5.66,,
Hogansville City of,GA,Publicly Owned, 1 , 448 ," 6,366 ",7.04,,
Irwin Electric Membership Corp,GA,Cooperative, 4 , 336 ," 5,277 ",6.37,,
Jackson City of,GA,Publicly Owned, 6 , 150 ," 3,676 ",4.08,,
Jackson Electric Member Corp,GA,Cooperative, 70 ," 21,870 "," 490,176 ",4.46,,
Jefferson Electric Member Corp,GA,Cooperative, 9 ," 1,833 "," 44,560 ",4.11,,
Lamar Electric Membership Corp,GA,Cooperative, 9 , 922 ," 22,432 ",4.11,,
Little Ocmulgee El Member Corp,GA,Cooperative, 233 , 812 ," 11,696 ",6.94,,
Mitchell Electric Member Corp,GA,Cooperative, 4 , 750 ," 12,606 ",5.95,,
Moultrie City of,GA,Publicly Owned, 19 ," 2,271 "," 32,470 ",6.99,,
"Newnan Wtr, Sewer & Light Comm",GA,Publicly Owned, 2 ," 4,784 "," 75,330 ",6.35,,
North Georgia Elec Member Corp,GA,Cooperative, 57 ," 31,170 "," 725,763 ",4.29,,
Ocmulgee Electric Member Corp,GA,Cooperative, 3 , 600 ," 11,666 ",5.14,,
Oconee Electric Member Corp,GA,Cooperative, 7 ," 3,024 "," 68,812 ",4.39,,
Okefenoke Rural El Member Corp,GA,Cooperative, 2 , 162 ," 1,390 ",11.65,,
Pataula Electric Member Corp,GA,Cooperative, 1 ," 1,485 "," 32,377 ",4.59,,
Planters Electric Member Corp,GA,Cooperative, 1 , 123 ," 3,884 ",3.17,,
Rayle Electric Membership Corp,GA,Cooperative, 6 , 707 ," 12,976 ",5.45,,
Satilla Rural Elec Member Corporation,GA,Cooperative, 601 ," 6,929 "," 173,622 ",3.99,,
Savannah Electric & Power Co,GA,Investor Owned, 84 ," 38,750 "," 860,350 ",4.50,,
Sawnee Electric Membership Corporation,GA,Cooperative, 41 ," 6,678 "," 152,529 ",4.38,,
Slash Pine Elec Member Corp,GA,Cooperative, 7 ," 1,879 "," 36,064 ",5.21,,
Snapping Shoals El Member Corp,GA,Cooperative, 37 ," 6,816 "," 158,649 ",4.30,,
Sumter Electric Member Corp,GA,Cooperative, 10 ," 1,418 "," 28,735 ",4.93,,
Tri-County Elec Member Corp,GA,Cooperative, 1 , 826 ," 22,956 ",3.60,,
Upson Elec Member Corp,GA,Cooperative, 3 , 237 ," 4,716 ",5.03,,
Walton Electric Member Corp,GA,Cooperative, 25 ," 6,359 "," 145,884 ",4.36,,
Washington Elec Member Corp,GA,Cooperative, 9 ," 6,747 "," 156,042 ",4.32,,
Hawaii Electric Light Co Inc,HI,Investor Owned, 61 ," 38,000 "," 229,367 ",16.57,,
Hawaiian Electric Co Inc,HI,Investor Owned, 354 ," 335,127 "," 3,054,332 ",10.97,,
Kauai Island Utility Coop,HI,Cooperative, 120 ," 33,923 "," 161,372 ",21.02,,
Maui Electric Co Ltd,HI,Investor Owned, 133 ," 61,192 "," 392,777 ",15.58,,
Avista Corp,ID,Investor Owned, 524 ," 41,250 "," 973,525 ",4.24,,
City of Bonners Ferry,ID,Publicly Owned, 28 ," 1,415 "," 27,157 ",5.21,,
City of Burley,ID,Publicly Owned, 154 , 7 , 67 ,10.45,,
City of Plummer,ID,Publicly Owned, 4 , 463 ," 12,194 ",3.80,,
City of Soda Springs,ID,Publicly Owned, 1 , 19 , 178 ,10.67,,
City of Weiser,ID,Publicly Owned, 1 , 277 ," 6,080 ",4.56,,
Clearwater Power Company,ID,Cooperative, 5 ," 1,132 "," 24,680 ",4.59,,
Heyburn City of,ID,Publicly Owned, 3 ," 2,080 "," 55,255 ",3.76,,
"Idaho Cnty L&P Coop Assn, Inc",ID,Cooperative, 6 , 34 , 288 ,11.81,,
Idaho Falls City of,ID,Publicly Owned, 7 ," 2,834 "," 47,570 ",5.96,,
Idaho Power Co,ID,Investor Owned," 15,640 "," 211,670 "," 4,750,847 ",4.46,,
Inland Power & Light Company,ID,Cooperative, 7 , 76 ," 1,562 ",4.87,,
Kootenai Electric Coop Inc,ID,Cooperative, 59 , 714 ," 14,741 ",4.84,,
Lost River Electric Coop Inc,ID,Cooperative, 574 ," 2,474 "," 44,343 ",5.58,,
Lower Valley Energy Inc,ID,Cooperative, 1 ," 1,563 "," 43,817 ",3.57,,
"Northern Lights, Inc",ID,Cooperative, 4 ," 1,181 "," 25,558 ",4.62,,
PacifiCorp,ID,Investor Owned," 5,393 "," 81,161 "," 2,325,187 ",3.49,,
Raft River Rural Elec Coop Inc,ID,Cooperative, 498 ," 4,900 "," 131,664 ",3.72,,
Salmon River Electric Coop Inc,ID,Cooperative, 2 ," 5,104 "," 128,977 ",3.96,,
"United Electric Co-op, Inc",ID,Cooperative, 918 ," 1,872 "," 48,903 ",3.83,,
Altamont City of,IL,Publicly Owned, 7 , 218 ," 3,317 ",6.57,,
Cairo Public Utility Company,IL,Publicly Owned, 2 ," 1,114 "," 25,319 ",4.40,,
Carlyle City of,IL,Publicly Owned, 12 , 725 ," 11,809 ",6.14,,
Carmi City of,IL,Publicly Owned, 4 , 380 ," 9,377 ",4.05,,
Central Illinois Light Co,IL,Investor Owned, 162 ," 90,955 "," 2,204,657 ",4.13,,
Central Illinois Pub Serv Co,IL,Investor Owned," 1,098 "," 87,485 "," 1,972,881 ",4.43,,
City of Batavia,IL,Publicly Owned, 351 ," 4,951 "," 102,133 ",4.85,,
City of Bushnell,IL,Publicly Owned, 15 , 658 ," 10,562 ",6.23,,
City of Casey,IL,Publicly Owned, 7 , 81 ," 1,126 ",7.19,,
City of Fairfield,IL,Publicly Owned, 2 , 821 ," 15,818 ",5.19,,
City of Farmer City,IL,Publicly Owned, 14 , 223 ," 2,984 ",7.47,,
City of Flora,IL,Publicly Owned, 79 ," 4,764 "," 97,011 ",4.91,,
City of Highland,IL,Publicly Owned, 177 ," 2,544 "," 60,027 ",4.24,,
City of Marshall,IL,Publicly Owned, 40 ," 2,324 "," 37,667 ",6.17,,
City of Mascoutah,IL,Publicly Owned, 5 , 145 ," 1,920 ",7.55,,
City of Metropolis,IL,Publicly Owned, 10 ," 1,445 "," 22,425 ",6.44,,
City of Peru,IL,Publicly Owned, 53 ," 6,939 "," 124,025 ",5.59,,
City of Princeton,IL,Publicly Owned, 56 ," 3,721 "," 62,362 ",5.97,,
City of Rock Falls,IL,Publicly Owned, 38 ," 1,669 "," 23,648 ",7.06,,
City of St Charles,IL,Publicly Owned, 45 ," 11,765 "," 228,366 ",5.15,,
City of Sullivan,IL,Publicly Owned, 3 ," 1,115 "," 23,332 ",4.78,,
Coles-Moultrie Electric Coop,IL,Cooperative, 7 ," 1,485 "," 28,798 ",5.16,,
Commonwealth Edison Co,IL,Investor Owned, 905 ," 685,703 "," 13,119,486 ",5.23,,
Corn Belt Energy Corporation,IL,Cooperative, 25 ," 3,420 "," 48,769 ",7.01,,
Eastern Illinois Elec Coop,IL,Cooperative, 3 , 394 ," 4,884 ",8.07,,
Egyptian Electric Coop Assn,IL,Cooperative, 426 , 290 ," 2,718 ",10.67,,
Freeburg Village of,IL,Publicly Owned, 6 , 297 ," 5,063 ",5.87,,
Geneseo City of,IL,Publicly Owned, 27 ," 1,155 "," 16,633 ",6.94,,
Illinois Power Co,IL,Investor Owned, 315 ," 272,017 "," 6,122,793 ",4.44,,
Interstate Power and Light Co,IL,Investor Owned, 57 ," 9,146 "," 206,269 ",4.43,,
McDonough Power Coop,IL,Cooperative, 5 , 928 ," 12,000 ",7.73,,
Menard Electric Coop,IL,Cooperative, 711 ," 3,051 "," 46,918 ",6.50,,
MidAmerican Energy Co,IL,Investor Owned, 92 ," 25,860 "," 642,980 ",4.02,,
Mt Carmel Public Utility Co,IL,Investor Owned, 109 ," 4,601 "," 79,841 ",5.76,,
Naperville City of,IL,Publicly Owned, 17 ," 9,564 "," 249,308 ",3.84,,
Norris Electric Coop,IL,Cooperative, 452 ," 4,650 "," 68,158 ",6.82,,
Oglesby City of,IL,Publicly Owned, 20 ," 3,895 "," 87,495 ",4.45,,
Red Bud City of,IL,Publicly Owned, 6 , 261 ," 4,576 ",5.70,,
Rochelle Municipal Utilities,IL,Publicly Owned, 19 ," 5,376 "," 85,963 ",6.25,,
Roodhouse City of,IL,Publicly Owned, 6 , 990 ," 3,585 ",27.62,,
"Shelby Electric Coop, Inc",IL,Cooperative, 6 ," 3,986 "," 72,766 ",5.48,,
South Beloit Wtr Gas & Elec Co,IL,Investor Owned, 46 ," 4,722 "," 87,745 ",5.38,,
"Southeastern IL Elec Coop, Inc",IL,Cooperative, 176 ," 18,589 "," 355,099 ",5.23,,
Southern Illinois Elec Coop,IL,Cooperative, 3 ," 1,078 "," 17,865 ",6.03,,
Southwestern Electric Coop Inc,IL,Cooperative, 5 ," 1,371 "," 18,851 ",7.27,,
"Spoon River Electric Coop, Inc",IL,Cooperative, 15 , 337 ," 3,454 ",9.76,,
"Tri-County Electric Coop, Inc",IL,Cooperative, 30 ," 4,455 "," 74,522 ",5.98,,
Union Electric Co,IL,Investor Owned, 375 ," 53,084 "," 1,775,484 ",2.99,,
Village of Chatham,IL,Publicly Owned, 2 , 316 ," 3,978 ",7.94,,
Village of Ladd,IL,Publicly Owned, 1 , 403 ," 6,536 ",6.17,,
Village of Rantoul,IL,Publicly Owned, 72 ," 5,773 "," 109,017 ",5.30,,
Waterloo City of,IL,Publicly Owned, 138 ," 2,374 "," 27,262 ",8.71,,
Wayne-White Counties Elec Coop,IL,Cooperative, 193 ," 4,307 "," 76,118 ",5.66,,
AGC Division of APG Inc,IN,Investor Owned, 1 ," 90,979 "," 4,618,131 ",1.97,,
Bartholomew County Rural E M C,IN,Cooperative, 12 ," 5,835 "," 136,729 ",4.27,,
Boone County Rural EMC,IN,Cooperative, 1 , 511 ," 10,334 ",4.94,,
Bremen Electric Light & Power Co,IN,Publicly Owned, 28 ," 3,505 "," 83,808 ",4.18,,
Cannelton Utilities,IN,Publicly Owned, 6 , 339 ," 5,698 ",5.95,,
Carroll County REMC,IN,Cooperative, 2 ," 2,383 "," 46,054 ",5.17,,
City of Anderson,IN,Publicly Owned, 68 ," 3,047 "," 63,112 ",4.83,,
City of Auburn,IN,Publicly Owned, 103 ," 19,499 "," 424,926 ",4.59,,
City of Bluffton,IN,Publicly Owned, 34 ," 5,661 "," 123,655 ",4.58,,
City of Columbia City,IN,Publicly Owned, 43 ," 2,651 "," 46,101 ",5.75,,
City of Frankfort,IN,Publicly Owned, 73 ," 8,137 "," 214,155 ",3.80,,
City of Garrett,IN,Publicly Owned, 46 ," 2,579 "," 44,693 ",5.77,,
City of Greendale,IN,Publicly Owned, 20 ," 2,512 "," 62,829 ",4.00,,
City of Greenfield,IN,Publicly Owned, 17 ," 5,152 "," 121,803 ",4.23,,
City of Jasper,IN,Publicly Owned, 100 ," 6,747 "," 144,304 ",4.68,,
City of Lebanon,IN,Publicly Owned, 94 ," 4,463 "," 99,852 ",4.47,,
City of Logansport,IN,Publicly Owned, 74 ," 9,384 "," 205,515 ",4.57,,
City of Rensselaer,IN,Publicly Owned, 20 ," 2,759 "," 56,871 ",4.85,,
City of Richmond,IN,Publicly Owned, 186 ," 25,185 "," 608,856 ",4.14,,
City of Scottsburg,IN,Publicly Owned, 101 ," 1,037 "," 18,101 ",5.73,,
City of Thorntown,IN,Publicly Owned, 13 , 198 ," 3,342 ",5.92,,
City of Troy,IN,Publicly Owned, 5 , 342 ," 5,411 ",6.32,,
City of Waynetown,IN,Publicly Owned, 5 , 10 , 87 ,11.49,,
Covington City of,IN,Publicly Owned, 23 , 434 ," 7,130 ",6.09,,
"Crawfordsville Elec, Lgt & Pwr",IN,Publicly Owned, 92 ," 12,154 "," 273,167 ",4.45,,
Daviess Martin County R E M C,IN,Cooperative, 36 ," 7,341 "," 202,488 ",3.63,,
Decatur County Rural E M C,IN,Cooperative, 8 ," 5,792 "," 133,554 ",4.34,,
Dublin Municipal Electric Util,IN,Publicly Owned, 2 , 3 , 54 ,5.56,,
Dubois Rural Electric Coop Inc,IN,Cooperative, 59 ," 3,666 "," 64,662 ",5.67,,
Edinburg Municipal Utilities,IN,Publicly Owned, 88 ," 3,278 "," 64,588 ",5.08,,
Flora Utilities,IN,Publicly Owned, 16 , 311 ," 5,146 ",6.04,,
Hancock County Rural E M C,IN,Cooperative, 11 , 812 ," 11,356 ",7.15,,
Harrison County Rural E M C,IN,Cooperative, 11 ," 5,373 "," 128,480 ",4.18,,
Huntingburg City of,IN,Publicly Owned, 48 ," 1,952 "," 32,767 ",5.96,,
Indiana Michigan Power Co,IN,Investor Owned," 4,235 "," 271,789 "," 6,824,500 ",3.98,,
Indianapolis Power & Light Co,IN,Investor Owned," 4,356 "," 336,136 "," 7,370,326 ",4.56,,
Jackson County Rural E M C,IN,Cooperative, 15 ," 1,526 "," 28,455 ",5.36,,
Johnson County Rural E M C,IN,Cooperative, 6 ," 1,336 "," 17,569 ",7.60,,
Kankakee Valley Rural E M C,IN,Cooperative, 6 , 970 ," 15,254 ",6.36,,
Lagrange County Rural E M C,IN,Cooperative, 4 ," 1,043 "," 19,140 ",5.45,,
Lawrenceburg Municipal Utils,IN,Publicly Owned, 76 ," 3,969 "," 87,094 ",4.56,,
Marshall County Rural E M C,IN,Cooperative, 404 ," 1,333 "," 15,869 ",8.40,,
Miami-Cass County Rural E M C,IN,Cooperative, 6 ," 1,246 "," 23,953 ",5.20,,
Montezuma Town of,IN,Publicly Owned, 2 , 382 ," 5,560 ",6.87,,
Newton County Rural E M C,IN,Cooperative, 32 , 705 ," 9,809 ",7.19,,
Northeastern Rural E M C,IN,Cooperative, 8 ," 17,413 "," 462,564 ",3.76,,
Northern Indiana Pub Serv Co,IN,Investor Owned," 2,557 "," 380,150 "," 8,972,159 ",4.24,,
Orange County Rural E M C,IN,Cooperative, 4 , 164 ," 4,327 ",3.79,,
Parke County Rural E M C,IN,Cooperative, 9 ," 1,137 "," 19,697 ",5.77,,
"Paulding-Putman Elec Coop, Inc",IN,Cooperative, 1 , 488 ," 14,081 ",3.47,,
Pendleton Town of,IN,Publicly Owned, 2 , 484 ," 9,953 ",4.86,,
Peru City of,IN,Publicly Owned, 130 ," 5,286 "," 115,083 ",4.59,,
PSI Energy Inc,IN,Investor Owned," 3,400 "," 424,255 "," 11,393,325 ",3.72,,
Rising Sun City of,IN,Publicly Owned, 9 , 48 , 596 ,8.05,,
RushShelby Energy,IN,Cooperative, 12 ," 3,854 "," 84,894 ",4.54,,
South Central Indiana REMC,IN,Cooperative, 2 , 561 ," 11,094 ",5.06,,
Southeastern Indiana R E M C,IN,Cooperative, 88 ," 3,873 "," 70,321 ",5.51,,
Southern Indiana Gas & Elec Co,IN,Investor Owned, 168 ," 93,867 "," 2,416,885 ",3.88,,
"Southern Indiana R E C, Inc",IN,Cooperative, 15 ," 11,906 "," 290,173 ",4.10,,
Steuben County Rural E M C,IN,Cooperative, 7 ," 1,669 "," 34,389 ",4.85,,
Tell City City of,IN,Publicly Owned, 9 ," 5,150 "," 107,790 ",4.78,,
Tipmont Rural Elec Member Corp,IN,Cooperative, 2 , 770 ," 13,471 ",5.72,,
Tipton Municipal Electric Util,IN,Publicly Owned, 89 ," 2,226 "," 48,005 ",4.64,,
Town of Argos,IN,Publicly Owned, 4 , 414 ," 6,802 ",6.09,,
Town of Avilla,IN,Publicly Owned, 16 ," 1,336 "," 26,017 ",5.14,,
Town of Bargersville,IN,Publicly Owned, 34 , 26 , 612 ,4.25,,
Town of Brookston,IN,Publicly Owned, 18 , 129 ," 2,363 ",5.46,,
Town of Coatesville,IN,Publicly Owned, 8 , 14 , 173 ,8.09,,
Town of Etna Green,IN,Publicly Owned, 1 , 91 ," 1,565 ",5.81,,
Town of Ferdinand,IN,Publicly Owned, 47 ," 1,334 "," 26,937 ",4.95,,
Town of Frankton,IN,Publicly Owned, 2 , 34 , 727 ,4.68,,
Town of Knightstown,IN,Publicly Owned, 38 , 359 ," 6,900 ",5.20,,
Town of Paoli,IN,Publicly Owned, 79 , 855 ," 14,574 ",5.87,,
Town of South Whitley,IN,Publicly Owned, 13 , 320 ," 5,969 ",5.36,,
Town of Veedersburg,IN,Publicly Owned, 27 ," 1,914 "," 37,489 ",5.11,,
Town of Walkerton,IN,Publicly Owned, 26 ," 1,185 "," 18,958 ",6.25,,
Town of Warren,IN,Publicly Owned, 3 , 40 , 440 ,9.09,,
Town of Winamac,IN,Publicly Owned, 8 ," 1,143 "," 27,593 ",4.14,,
United Rural Elec Member Corp,IN,Cooperative, 11 ," 9,392 "," 205,840 ",4.56,,
Utilities Dist-Western IN REMC,IN,Cooperative, 18 ," 1,931 "," 31,042 ",6.22,,
Wabash County Rural E M C,IN,Cooperative, 5 ," 2,345 "," 45,362 ",5.17,,
Washington City of,IN,Publicly Owned, 1 , 835 ," 21,406 ",3.90,,
Western Indiana Energy REMC,IN,Cooperative, 27 ," 10,306 "," 200,155 ",5.15,,
White County Rural E M C,IN,Cooperative, 52 ," 2,646 "," 41,687 ",6.35,,
Whitewater Valley Rural EMC,IN,Cooperative, 1 , 312 ," 7,114 ",4.39,,
Access Energy Coop,IA,Cooperative, 13 ," 2,392 "," 50,431 ",4.74,,
Amana Society Service Co,IA,Investor Owned, 1 ," 4,121 "," 76,429 ",5.39,,
Ames City of,IA,Publicly Owned, 6 ," 5,544 "," 137,272 ",4.04,,
Atlantic Municipal Utilities,IA,Publicly Owned, 1 , 445 ," 14,123 ",3.15,,
Bancroft Municipal Utilities,IA,Publicly Owned, 10 , 257 ," 3,777 ",6.80,,
Bloomfield City of,IA,Publicly Owned, 16 , 465 ," 6,974 ",6.67,,
Board of Water Electric & Communications,IA,Publicly Owned, 12 ," 23,453 "," 549,839 ",4.27,,
Butler County Rural Elec Coop,IA,Cooperative, 3 , 305 ," 6,747 ",4.52,,
Cedar Falls Utilities,IA,Publicly Owned, 40 ," 2,644 "," 57,437 ",4.60,,
"Chariton Valley Elec Coop, Inc",IA,Cooperative, 2 , 126 ," 2,186 ",5.76,,
City of Alta,IA,Publicly Owned, 10 , 114 ," 1,460 ",7.81,,
City of Anthon,IA,Publicly Owned, 16 , 60 ," 1,152 ",5.21,,
City of Aplington,IA,Publicly Owned, 4 , 29 , 869 ,3.34,,
City of Aurelia,IA,Publicly Owned, 16 , 108 ," 1,819 ",5.94,,
City of Bellevue,IA,Publicly Owned, 20 , 282 ," 3,952 ",7.14,,
City of Breda,IA,Publicly Owned, 13 , 32 , 632 ,5.06,,
City of Coggon,IA,Publicly Owned, 31 , 56 , 696 ,8.05,,
City of Coon Rapids,IA,Publicly Owned, 1 , 218 ," 4,484 ",4.86,,
City of Denison,IA,Publicly Owned, 5 ," 2,263 "," 60,935 ",3.71,,
City of Denver,IA,Publicly Owned, 5 , 49 , 762 ,6.43,,
City of Durant,IA,Publicly Owned, 26 , 295 ," 3,836 ",7.69,,
City of Ellsworth,IA,Publicly Owned, 1 , 92 , 985 ,9.34,,
City of Estherville,IA,Publicly Owned, 46 ," 1,539 "," 25,015 ",6.15,,
City of Fonda,IA,Publicly Owned, 1 , 44 , 373 ,11.80,,
City of Forest City,IA,Publicly Owned, 2 ," 1,953 "," 42,717 ",4.57,,
City of Fredericksburg,IA,Publicly Owned, 1 , 397 ," 7,408 ",5.36,,
City of Glidden,IA,Publicly Owned, 10 , 91 ," 1,381 ",6.59,,
City of Graettinger,IA,Publicly Owned, 13 , 132 ," 2,206 ",5.98,,
City of Greenfield,IA,Publicly Owned, 2 ," 1,119 "," 20,721 ",5.40,,
City of Guttenberg,IA,Publicly Owned, 19 , 275 ," 4,013 ",6.85,,
City of Hartley,IA,Publicly Owned, 20 , 377 ," 6,670 ",5.65,,
City of Hawarden,IA,Publicly Owned, 12 , 340 ," 6,681 ",5.09,,
City of Hinton,IA,Publicly Owned, 9 , 174 ," 2,389 ",7.28,,
City of Hopkinton,IA,Publicly Owned, 2 , 41 , 479 ,8.56,,
City of Hudson,IA,Publicly Owned, 1 , 20 , 305 ,6.56,,
City of Independence,IA,Publicly Owned, 36 ," 2,479 "," 37,682 ",6.58,,
City of Lake Mills,IA,Publicly Owned, 21 ," 1,019 "," 20,124 ",5.06,,
City of Lake View,IA,Publicly Owned, 32 , 235 ," 3,997 ",5.88,,
City of Lamoni,IA,Publicly Owned, 8 , 12 , 150 ,8.00,,
City of Laurens,IA,Publicly Owned, 57 , 387 ," 9,845 ",3.93,,
City of Livermore,IA,Publicly Owned, 12 , 19 , 211 ,9.00,,
City of Manning,IA,Publicly Owned, 19 , 897 ," 22,032 ",4.07,,
City of Mapleton,IA,Publicly Owned, 55 , 219 ," 4,061 ",5.39,,
City of McGregor,IA,Publicly Owned, 7 , 125 ," 1,975 ",6.33,,
City of Milford,IA,Publicly Owned, 19 , 664 ," 13,619 ",4.88,,
City of Montezuma,IA,Publicly Owned, 1 , 535 ," 10,095 ",5.30,,
City of New Hampton,IA,Publicly Owned, 28 ," 1,252 "," 27,043 ",4.63,,
City of Ogden,IA,Publicly Owned, 46 , 249 ," 3,481 ",7.15,,
City of Orange City,IA,Publicly Owned, 59 ," 2,442 "," 50,572 ",4.83,,
City of Pocahontas,IA,Publicly Owned, 19 , 202 ," 2,710 ",7.45,,
City of Readlyn,IA,Publicly Owned, 5 , 36 , 481 ,7.48,,
City of Remsen,IA,Publicly Owned, 48 , 205 ," 3,475 ",5.90,,
City of Rockford,IA,Publicly Owned, 3 , 22 , 335 ,6.57,,
City of Sibley,IA,Publicly Owned, 2 , 399 ," 9,494 ",4.20,,
City of Sioux Center,IA,Publicly Owned, 124 ," 2,114 "," 44,535 ",4.75,,
City of Stanton,IA,Publicly Owned, 1 , 14 , 188 ,7.45,,
City of State Center,IA,Publicly Owned, 195 , 381 ," 3,913 ",9.74,,
City of Tipton,IA,Publicly Owned, 5 , 307 ," 5,012 ",6.13,,
City of Traer,IA,Publicly Owned, 1 , 373 ," 5,487 ",6.80,,
City of Webster City,IA,Publicly Owned, 16 ," 3,875 "," 85,438 ",4.54,,
City of West Bend,IA,Publicly Owned, 28 , 248 ," 3,365 ",7.37,,
City of West Liberty,IA,Publicly Owned, 7 ," 1,022 "," 33,643 ",3.04,,
City of Whittemore,IA,Publicly Owned, 2 , 35 , 739 ,4.74,,
City of Wilton,IA,Publicly Owned, 11 , 398 ," 7,078 ",5.62,,
City of Woodbine,IA,Publicly Owned, 33 , 196 ," 3,451 ",5.68,,
Consumers Energy,IA,Cooperative, 2 , 353 ," 4,600 ",7.67,,
Crlisle City of,IA,Publicly Owned, 4 , 208 ," 2,873 ",7.24,,
Dayton City of,IA,Publicly Owned, 1 , 14 , 156 ,8.97,,
East-Central Iowa Rural Elec Coop,IA,Cooperative, 3 , 544 ," 8,304 ",6.55,,
Eastern Iowa Light & Power Coop,IA,Cooperative, 11 ," 27,354 "," 920,215 ",2.97,,
Eldridge City Utilities,IA,Publicly Owned, 13 , 570 ," 9,692 ",5.88,,
"Farmers Electric Coop, Inc",IA,Cooperative, 3 ," 2,397 "," 49,044 ",4.89,,
Franklin Rural Electric Cooperative,IA,Cooperative, 3 , 537 ," 12,425 ",4.32,,
Grand Junction City of,IA,Publicly Owned, 7 , 70 , 905 ,7.73,,
Grundy Center Mun Light & Power,IA,Publicly Owned, 1 , 309 ," 5,118 ",6.04,,
Grundy County Rural Elec Coop,IA,Cooperative, 2 ," 1,875 "," 64,428 ",2.91,,
Guthrie County Rural E C A,IA,Cooperative, 5 , 711 ," 11,646 ",6.11,,
Harlan City of,IA,Publicly Owned, 27 , 956 ," 17,915 ",5.34,,
Hawkeye Tri-County El Coop Inc,IA,Cooperative, 1 , 68 ," 1,126 ",6.04,,
Humboldt County R E C,IA,Cooperative, 1 , 363 ," 8,959 ",4.05,,
Indianola Municipal Utilities,IA,Publicly Owned, 3 , 330 ," 5,743 ",5.75,,
Interstate Power and Light Co,IA,Investor Owned," 1,596 "," 300,025 "," 7,232,562 ",4.15,,
Iowa Lakes Electric Coop,IA,Cooperative, 14 ," 4,146 "," 91,517 ",4.53,,
Keosauqua Municipal Light & Pwr,IA,Publicly Owned, 41 , 381 ," 5,400 ",7.06,,
Lake Park City of,IA,Publicly Owned, 12 , 275 ," 5,619 ",4.89,,
Linn County Rural E C A,IA,Cooperative, 87 ," 6,148 "," 93,809 ",6.55,,
Maquoketa City of,IA,Publicly Owned, 10 ," 1,238 "," 18,813 ",6.58,,
Maquoketa Valley Rrl Elec Coop,IA,Cooperative, 2 , 584 ," 9,152 ",6.38,,
MidAmerican Energy Co,IA,Investor Owned," 1,134 "," 254,465 "," 6,243,260 ",4.08,,
Midland Power Coop,IA,Cooperative, 262 ," 2,132 "," 29,536 ",7.22,,
Nishnabotna Valley R E C,IA,Cooperative, 6 ," 1,434 "," 37,672 ",3.81,,
North West Rural Electric Coop,IA,Cooperative, 2 , 153 ," 2,592 ",5.90,,
"Osceola Electric Coop, Inc",IA,Cooperative, 2 , 407 ," 10,445 ",3.90,,
Pella City of,IA,Publicly Owned, 35 ," 7,149 "," 121,137 ",5.90,,
Pella Cooperative Elec Assn,IA,Cooperative, 6 , 739 ," 9,350 ",7.90,,
